School Year,BEDS Code,School Name,Grade Organization,District Name,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2009-2010,342400010307,Pioneer Academy,Elementary,New York City Geographic District #24,New York City,Public,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342400010877,51st Avenue Academy (The Path To Academic Excellence),Elementary,New York City Geographic District #24,New York City,Public,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342400011264,Academy Of Finance And Enterprise,Senior High,New York City Geographic District #24,New York City,Public,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,1,4
2009-2010,342400011267,High School Of Applied Communications,Senior High,New York City Geographic District #24,New York City,Public,360,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,4,1,2,11
2009-2010,342400011293,Civic Leadership Academy,Senior High,New York City Geographic District #24,New York City,Public,221,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2
2009-2010,342400011296,Pan American International High School,Senior High,New York City Geographic District #24,New York City,Public,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4
2009-2010,342400011299,Bard High School Early College Ii,Senior High,New York City Geographic District #24,New York City,Public,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2009-2010,342400011455,Newtown High School,Senior High,New York City Geographic District #24,New York City,Public,3019,0,0,0,0,0,3,0,0,1,1,4,0,0,0,0,2,1,0,48,0,24,0,0,0,4,0,8,0,2,0,0,0,11,0,1,67
2009-2010,342400011485,Grover Cleveland High School,Senior High,New York City Geographic District #24,New York City,Public,2668,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,34,1,12,0,0,0,5,0,3,2,0,0,0,14,3,16,2,107
2009-2010,342400011520,Middle College High School At Laguardia Community College,Senior High,New York City Geographic District #24,New York City,Public,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
2009-2010,342400011530,International High School At Laguardia Community College,Senior High,New York City Geographic District #24,New York City,Public,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2009-2010,342400011550,High School For Arts And Business,Senior High,New York City Geographic District #24,New York City,Public,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,3,0,0,0,0,0,3,4,0,9
2009-2010,342600010067,Jhs 67 Louis Pasteur,Middle School,New York City Geographic District #26,New York City,Public,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
2009-2010,342400011560,Robert F Wagner Jr Secondary School-Arts And Technology,Junior Senior School,New York City Geographic District #24,New York City,Public,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
2009-2010,342400011600,Queens Vocational And Technical High School,Senior High,New York City Geographic District #24,New York City,Public,1282,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,3,0,3,0,0,0,0,0,1,1,2,49
2009-2010,342400011610,Aviation Career And Technical High School,Senior High,New York City Geographic District #24,New York City,Public,2098,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,12,1,4,0,0,0,1,0,3,0,0,0,0,0,3,3,2,3
2009-2010,342400011744,Voyages Preparatory,Senior High,New York City Geographic District #24,New York City,Public,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2009-2010,342500010020,Ps 20 John Bowne,Elementary,New York City Geographic District #25,New York City,Public,1414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2009-2010,342500010021,Ps 21 Edward Hart,Elementary,New York City Geographic District #25,New York City,Public,1045,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2009-2010,342500010022,Ps 22 Thomas Jefferson,Elementary,New York City Geographic District #25,New York City,Public,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010024,Ps 24 Andrew Jackson,Elementary,New York City Geographic District #25,New York City,Public,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2009-2010,342500010025,Is 25 Adrien Block,Middle School,New York City Geographic District #25,New York City,Public,831,0,0,0,0,0,6,0,0,0,0,1,0,0,1,4,2,4,1,36,1,8,0,0,0,0,0,0,0,1,0,0,0,3,1,0,12
2009-2010,342500010029,Ps 29,Elementary,New York City Geographic District #25,New York City,Public,652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,0,5,0,0,0,1,0,1,0,0,0,0,0,2,0,0,4
2009-2010,342500010032,Ps 32 State Street,Elementary,New York City Geographic District #25,New York City,Public,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342500010079,Ps 79 Francis Lewis,Elementary,New York City Geographic District #25,New York City,Public,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342500010107,Ps 107 Thomas A Dooley,Elementary,New York City Geographic District #25,New York City,Public,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010120,Ps 120,Elementary,New York City Geographic District #25,New York City,Public,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2009-2010,342500010129,Ps 129 Patricia Larkin,Elementary,New York City Geographic District #25,New York City,Public,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010130,Ps 130,Elementary,New York City Geographic District #25,New York City,Public,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010154,Ps 154,Elementary,New York City Geographic District #25,New York City,Public,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010163,Ps 163 Flushing Heights,Elementary,New York City Geographic District #25,New York City,Public,545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342500010164,Ps 164 Queens Valley,Elementary,New York City Geographic District #25,New York City,Public,634,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,13,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11
2009-2010,342500010165,Ps 165 Edith K Bergtraum,Elementary,New York City Geographic District #25,New York City,Public,598,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,10
2009-2010,342500010169,Ps 169 Bay Terrace,Elementary,New York City Geographic District #25,New York City,Public,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010184,Ps 184 Flushing Manor,Elementary,New York City Geographic District #25,New York City,Public,471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010185,Jhs 185 Edward Bleeker,Middle School,New York City Geographic District #25,New York City,Public,1070,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,16,0,24,0,0,1,1,0,9,0,0,0,0,0,2,1,0,39
2009-2010,342500010189,Jhs 189 Daniel Carter Beard,Middle School,New York City Geographic District #25,New York City,Public,754,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2009-2010,342500010193,Ps 193 Alfred J Kennedy,Elementary,New York City Geographic District #25,New York City,Public,507,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,8,1,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,11
2009-2010,342500010194,Jhs 194 William Carr,Middle School,New York City Geographic District #25,New York City,Public,1128,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,1,2,15,0,9,0,0,0,4,0,3,0,0,0,0,0,1,0,0,27
2009-2010,343000010148,Ps 148,Elementary,New York City Geographic District #30,New York City,Public,1147,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010200,Ps/Ms 200 The Pomonok School And Star Academy,Elementary,New York City Geographic District #25,New York City,Public,480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
2009-2010,342500010201,Ps 201 The Discovery School For Inquiry And Research,Elementary,New York City Geographic District #25,New York City,Public,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010209,Ps 209 Clearview Gardens,Elementary,New York City Geographic District #25,New York City,Public,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010214,Ps 214 Cadwallader Colden,Elementary,New York City Geographic District #25,New York City,Public,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010219,Ps 219 Paul Klapper,Elementary,New York City Geographic District #25,New York City,Public,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010237,Is 237,Middle School,New York City Geographic District #25,New York City,Public,1160,0,0,0,0,0,2,0,0,0,1,1,0,0,0,4,0,3,6,32,1,14,0,0,0,1,0,1,0,0,0,0,0,8,1,0,12
2009-2010,342500010242,Ps 242 Leonard P Stavisky Early Childhood School,Elementary,New York City Geographic District #25,New York City,Public,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2
2009-2010,342500010244,The Active Learning Elementary School,Elementary,New York City Geographic District #25,New York City,Public,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342500010250,Is 250 The Robert F Kennedy Community Middle School,Middle School,New York City Geographic District #25,New York City,Public,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,18,2,5,0,0,0,2,0,1,0,0,0,0,0,4,1,1,11
2009-2010,342500010294,Bell Academy,Junior High School,New York City Geographic District #25,New York City,Public,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2009-2010,342500011252,Queens School Of Inquiry (The),Junior Senior School,New York City Geographic District #25,New York City,Public,421,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,7,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,4
2009-2010,342500011263,Flushing International High School,Senior High,New York City Geographic District #25,New York City,Public,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
2009-2010,342500011281,East-West School Of International Studies,Junior Senior School,New York City Geographic District #25,New York City,Public,547,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,16,0,2,0,0,0,1,0,2,0,0,0,0,0,1,1,0,11
2009-2010,342500011285,World Journalism Preparatory:  A College Board School,Junior Senior School,New York City Geographic District #25,New York City,Public,561,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,27,0,9,0,0,0,1,0,0,0,0,0,0,0,2,3,0,40
2009-2010,342500011425,John Bowne High School,Senior High,New York City Geographic District #25,New York City,Public,3118,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,2,2,0,73,0,26,0,0,0,8,0,9,0,1,0,0,0,14,2,2,124
2009-2010,342500011460,Flushing High School,Senior High,New York City Geographic District #25,New York City,Public,2758,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,53,1,6,0,0,0,4,0,2,0,0,0,0,0,7,1,0,52
2009-2010,342500011499,"Queens College School For Math, Science & Technology",Elementary,New York City Geographic District #25,New York City,Public,484,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2009-2010,342500011525,Townsend Harris High School,Senior High,New York City Geographic District #25,New York City,Public,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
2009-2010,342500011540,Queens Academy High School,Senior High,New York City Geographic District #25,New York City,Public,423,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2
2009-2010,342500011670,Robert F Kennedy Community High School,Senior High,New York City Geographic District #25,New York City,Public,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2009-2010,342500011792,North Queens Community High School,Senior High,New York City Geographic District #25,New York City,Public,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2009-2010,342600010018,Ps 18 Winchester,Elementary,New York City Geographic District #26,New York City,Public,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010026,Ps 26 Rufus King,Elementary,New York City Geographic District #26,New York City,Public,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010031,Ps 31 Bayside,Elementary,New York City Geographic District #26,New York City,Public,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010041,Ps 41 Crocheron,Elementary,New York City Geographic District #26,New York City,Public,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342600010046,Ps 46 Alley Pond,Elementary,New York City Geographic District #26,New York City,Public,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342600010074,Jhs 74 Nathaniel Hawthorne,Middle School,New York City Geographic District #26,New York City,Public,1018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,5,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7
2009-2010,342600010094,Ps 94 David D Porter,Elementary,New York City Geographic District #26,New York City,Public,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010098,Ps 98 The Douglaston School,Elementary,New York City Geographic District #26,New York City,Public,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010115,Ps 115 Glen Oaks,Elementary,New York City Geographic District #26,New York City,Public,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,342600010133,Ps 133,Elementary,New York City Geographic District #26,New York City,Public,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010158,Ms 158 Marie Curie,Middle School,New York City Geographic District #26,New York City,Public,1055,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,18,0,7,0,0,0,1,0,5,0,0,0,0,0,2,1,1,9
2009-2010,342600010159,Ps 159,Elementary,New York City Geographic District #26,New York City,Public,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,342600010162,Ps 162 John Golden,Elementary,New York City Geographic District #26,New York City,Public,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342600010172,Irwin Altman Middle School 172,Middle School,New York City Geographic District #26,New York City,Public,1028,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,15,1,2,0,0,0,1,0,1,0,0,0,0,0,4,2,0,13
2009-2010,342600010173,Ps 173 Fresh Meadow,Elementary,New York City Geographic District #26,New York City,Public,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342600010178,Ps/Is 178 Holliswood,Elementary,New York City Geographic District #26,New York City,Public,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2009-2010,342600010186,Ps 186 Castlewood,Elementary,New York City Geographic District #26,New York City,Public,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010188,Ps 188 Kingsbury,Elementary,New York City Geographic District #26,New York City,Public,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010191,Ps 191 Mayflower,Elementary,New York City Geographic District #26,New York City,Public,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010203,Ps 203 Oakland Gardens,Elementary,New York City Geographic District #26,New York City,Public,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010205,Ps 205 Alexander Graham Bell,Elementary,New York City Geographic District #26,New York City,Public,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010213,Ps 213 The Carl Ullman School,Elementary,New York City Geographic District #26,New York City,Public,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010216,Jhs 216 George J Ryan,Middle School,New York City Geographic District #26,New York City,Public,1275,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,1,18,2,4,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5
2009-2010,342600010221,Ps 221 The North Hills School,Elementary,New York City Geographic District #26,New York City,Public,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342600010266,Ps/Is 266,Elementary,New York City Geographic District #26,New York City,Public,662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-2010,342600011415,Benjamin N Cardozo High School,Senior High,New York City Geographic District #26,New York City,Public,4018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,50,1,18,0,0,0,6,0,20,0,0,0,0,0,8,7,2,84
2009-2010,342600011430,Francis Lewis High School,Senior High,New York City Geographic District #26,New York City,Public,4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,35,0,4,0,0,0,1,0,3,0,0,0,0,0,5,4,2,49
2009-2010,342600011435,Martin Van Buren High School,Senior High,New York City Geographic District #26,New York City,Public,2817,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,31,0,7,0,0,0,2,0,1,0,1,0,0,4,7,2,1,45
2009-2010,342600011495,Bayside High School,Senior High,New York City Geographic District #26,New York City,Public,3576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,20,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,2,31
2009-2010,342600011566,"Queens High School Of Teaching, Liberal Arts And Sciences",Senior High,New York City Geographic District #26,New York City,Public,1178,0,0,0,0,0,5,0,0,0,1,1,0,0,0,2,0,2,0,48,0,28,0,0,0,5,0,4,0,0,0,0,0,2,2,0,84
2009-2010,342700010042,Ps/Ms 42 R Vernam,Elementary,New York City Geographic District #27,New York City,Public,712,0,0,0,0,0,7,0,0,0,0,1,0,0,0,3,0,3,4,41,3,3,0,0,0,1,0,0,0,3,0,0,0,2,1,0,14
2009-2010,342700010043,Ps 43,Junior Senior School,New York City Geographic District #27,New York City,Public,1331,0,0,0,0,0,6,0,0,0,0,0,0,0,2,8,2,1,2,43,1,10,0,0,0,0,0,0,2,0,0,0,0,7,2,0,6
2009-2010,342700010045,Ps 45 Clarence Witherspoon,Elementary,New York City Geographic District #27,New York City,Public,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2009-2010,342700010047,Ps 47 Chris Galas,Elementary,New York City Geographic District #27,New York City,Public,243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2009-2010,342700010051,Ps 51,Elementary,New York City Geographic District #27,New York City,Public,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342700010053,Ms 53 Brian Piccolo,Junior High School,New York City Geographic District #27,New York City,Public,549,0,0,0,0,0,3,0,1,0,3,0,0,0,0,6,0,2,3,56,1,26,0,0,0,2,0,1,1,0,0,0,3,0,1,0,32
2009-2010,342700010056,Ps 56 Harry Eichler,Elementary,New York City Geographic District #27,New York City,Public,452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
2009-2010,342700010060,Ps 60 Woodhaven,Elementary,New York City Geographic District #27,New York City,Public,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,342700010062,Ps 62 Chester Park,Elementary,New York City Geographic District #27,New York City,Public,1003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2009-2010,342700010063,Ps 63 Old South,Elementary,New York City Geographic District #27,New York City,Public,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2009-2010,342700010064,Ps 64 Joseph P Addabbo,Elementary,New York City Geographic District #27,New York City,Public,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342700010065,Ps 65 The Raymond York Elementary School,Elementary,New York City Geographic District #27,New York City,Public,550,0,0,0,0,0,1,0,0,0,0,1,0,0,2,6,0,0,6,7,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342700010066,Ps 66 Jacqueline Kennedy-Onassis,Elementary,New York City Geographic District #27,New York City,Public,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,342700010090,Ps 90 Horace Mann,Elementary,New York City Geographic District #27,New York City,Public,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342700010096,Ps 96,Elementary,New York City Geographic District #27,New York City,Public,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
2009-2010,342700010097,Ps 97 Forest Park,Elementary,New York City Geographic District #27,New York City,Public,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,342700010100,Ps 100 Glen Morris,Elementary,New York City Geographic District #27,New York City,Public,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,8,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3
2009-2010,342700010104,Ps 104 The Bays Water,Elementary,New York City Geographic District #27,New York City,Public,650,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,16,3,4,0,0,0,1,0,4,0,2,0,0,0,2,0,0,3
2009-2010,342700010105,Ps 105 The Bay School,Elementary,New York City Geographic District #27,New York City,Public,952,0,0,0,0,0,6,0,0,0,1,0,0,0,1,6,0,2,2,113,3,8,0,0,0,4,0,0,0,0,0,0,0,5,2,1,70
